62	0	-1	lit_furnace
63	0	-1	standing_sign
64	0	-1	wooden_door
65	0	-1	ladder
66	0	-1	rail
67	0	-1	stone_stairs
68	0	-1	wall_sign
69	0	-1	lever
70	0	-1	stone_pressure_plate
71	0	-1	iron_door
72	0	-1	wooden_pressure_plate
73	0	-1	redstone_ore
74	0	-1	lit_redstone_ore
75	0	-1	unlit_redstone_torch
76	0	-1	redstone_torch
77	0	-1	stone_button
78	0	-1	snow_layer
79	0	-1	ice
80	0	-1	snow
81	0	-1	cactus
82	0	-1	clay
83	0	-1	reeds
84	0	-1	jukebox
85	0	-1	fence
86	0	-1	pumpkin
87	0	-1	netherrack
88	0	-1	soul_sand
89	0	-1	glowstone
90	0	-1	portal
91	0	-1	lit_pumpkin
92	0	-1	cake
93	0	-1	unpowered_repeater
94	0	-1	powered_repeater
95	0	-1	stained_glass
95	1	-1	stained_glass
95	2	-1	stained_glass
95	3	-1	stained_glass
95	4	-1	stained_glass
95	5	-1	stained_glass
95	6	-1	stained_glass
95	7	-1	stained_glass
95	8	-1	stained_glass
95	9	-1	stained_glass
95	10	-1	stained_glass
95	11	-1	stained_glass
95	12	-1	stained_glass
95	13	-1	stained_glass
95	14	-1	stained_glass
95	15	-1	stained_glass
96	0	-1	trapdoor
97	0	-1	monster_egg
97	1	-1	monster_egg
97	2	-1	monster_egg
97	3	-1	monster_egg
97	4	-1	monster_egg
97	5	-1	monster_egg
98	0	-1	stonebrick
98	1	-1	stonebrick
98	2	-1	stonebrick
98	3	-1	stonebrick
99	0	-1	brown_mushroom_block
100	0	-1	red_mushroom_block
101	0	-1	iron_bars
102	0	-1	glass_pane
103	0	-1	melon_block
104	0	-1	pumpkin_stem
105	0	-1	melon_stem
106	0	-1	vine
107	0	-1	fence_gate
108	0	-1	brick_stairs
109	0	-1	stone_brick_stairs
110	0	-1	mycelium
111	0	-1	waterlily
112	0	-1	nether_brick
113	0	-1	nether_brick_fence
114	0	-1	nether_brick_stairs
115	0	-1	nether_wart
116	0	-1	enchanting_table
117	0	-1	brewing_stand
118	0	-1	cauldron
119	0	-1	end_portal
120	0	-1	end_portal_frame
121	0	-1	end_stone
122	0	-1	dragon_egg
123	0	-1	redstone_lamp
124	0	-1	lit_redstone_lamp
125	0	-1	double_wooden_slab
125	1	-1	double_wooden_slab
125	2	-1	double_wooden_slab
125	3	-1	double_wooden_slab
125	4	-1	double_wooden_slab
125	5	-1	double_wooden_slab
126	0	-1	wooden_slab
126	1	-1	wooden_slab
126	2	-1	wooden_slab
126	3	-1	wooden_slab
126	4	-1	wooden_slab
126	5	-1	wooden_slab
127	0	-1	cocoa
128	0	-1	sandstone_stairs
129	0	-1	emerald_ore
130	0	-1	ender_chest
131	0	-1	tripwire_hook
132	0	-1	tripwire_hook
133	0	-1	emerald_block
134	0	-1	spruce_stairs
135	0	-1	birch_stairs
136	0	-1	jungle_stairs
137	0	-1	command_block
138	0	-1	beacon
139	0	-1	cobblestone_wall
139	1	-1	cobblestone_wall
140	0	-1	flower_pot
141	0	-1	carrots
142	0	-1	potatoes
143	0	-1	wooden_button
144	0	-1	skull
145	0	-1	anvil
146	0	-1	trapped_chest
147	0	-1	light_weighted_pressure_plate
148	0	-1	heavy_weighted_pressure_plate
149	0	-1	unpowered_comparator
150	0	-1	powered_comparator
151	0	-1	daylight_detector
152	0	-1	redstone_block
153	0	-1	quartz_ore
154	0	-1	hopper
155	0	-1	quartz_block
155	1	-1	quartz_block
155	2	-1	quartz_block
156	0	-1	quartz_stairs
157	0	-1	activator_rail
158	0	-1	dropper
159	0	-1	stained_hardened_clay
159	1	-1	stained_hardened_clay
159	2	-1	stained_hardened_clay
159	3	-1	stained_hardened_clay
159	4	-1	stained_hardened_clay
159	5	-1	stained_hardened_clay
159	6	-1	stained_hardened_clay
159	7	-1	stained_hardened_clay
159	8	-1	stained_hardened_clay
159	9	-1	stained_hardened_clay
159	10	-1	stained_hardened_clay
159	11	-1	stained_hardened_clay
159	12	-1	stained_hardened_clay
159	13	-1	stained_hardened_clay
159	14	-1	stained_hardened_clay
159	15	-1	stained_hardened_clay
160	0	-1	stained_glass_pane
160	1	-1	stained_glass_pane
160	2	-1	stained_glass_pane
160	3	-1	stained_glass_pane
160	4	-1	stained_glass_pane
160	5	-1	stained_glass_pane
160	6	-1	stained_glass_pane
160	7	-1	stained_glass_pane
160	8	-1	stained_glass_pane
160	9	-1	stained_glass_pane
160	10	-1	stained_glass_pane
160	11	-1	stained_glass_pane
160	12	-1	stained_glass_pane
160	13	-1	stained_glass_pane
160	14	-1	stained_glass_pane
160	15	-1	stained_glass_pane
161	0	-1	leaves2
161	1	-1	leaves2
162	0	-1	log2
162	1	-1	log2
163	0	-1	acacia_stairs
164	0	-1	dark_oak_stairs
165	0	-1	slime
166	0	-1	barrier
167	0	-1	iron_trapdoor
168	0	-1	prismarine
168	1	-1	prismarine
168	2	-1	prismarine
169	0	-1	sea_lantern
170	0	-1	hay_block
171	0	-1	carpet
171	1	-1	carpet
171	2	-1	carpet
171	3	-1	carpet
171	4	-1	carpet
171	5	-1	carpet
171	6	-1	carpet
171	7	-1	carpet
171	8	-1	carpet
171	9	-1	carpet
171	10	-1	carpet
171	11	-1	carpet
171	12	-1	carpet
171	13	-1	carpet
171	14	-1	carpet
171	15	-1	carpet
172	0	-1	hardened_clay
173	0	-1	coal_block
174	0	-1	packed_ice
175	0	-1	double_plant
175	1	-1	double_plant
175	2	-1	double_plant
175	3	-1	double_plant
175	4	-1	double_plant
175	5	-1	double_plant
176	0	-1	standing_banner
177	0	-1	wall_banner
178	0	-1	daylight_detector_inverted
179	0	-1	red_sandstone
179	1	-1	red_sandstone
179	2	-1	red_sandstone
180	0	-1	red_sandstone_stairs
181	0	-1	double_stone_slab2
182	0	-1	stone_slab2
183	0	-1	spruce_fence_gate
184	0	-1	birch_fence_gate
185	0	-1	jungle_fence_gate
186	0	-1	dark_oak_fence_gate
187	0	-1	acacia_fence_gate
188	0	-1	spruce_fence
189	0	-1	birch_fence
190	0	-1	jungle_fence
191	0	-1	dark_oak_fence
192	0	-1	acacia_fence
193	0	-1	spruce_door
194	0	-1	birch_door
195	0	-1	jungle_door
196	0	-1	acacia_door
197	0	-1	dark_oak_door
198	0	-1	end_rod
199	0	-1	chorus_plant
200	0	-1	chorus_flower
201	0	-1	purpur_block
202	0	-1	purpur_pillar
203	0	-1	purpur_stairs
204	0	-1	purpur_double_slab
205	0	-1	purpur_slab
206	0	-1	end_bricks
207	0	-1	beetroots
208	0	-1	grass_path
209	0	-1	end_gateway
210	0	-1	repeating_command_block
211	0	-1	chain_command_block
212	0	-1	frosted_ice
213	0	-1	magma_block
214	0	-1	nether_wart_block
215	0	-1	red_nether_brick
216	0	-1	bone_block
217	0	-1	structure_void
255	0	-1	structure_block
256	0	-1	iron_shovel
257	0	-1	iron_pickaxe
258	0	-1	iron_axe
259	0	-1	flint_and_steel
260	0	-1	apple
261	0	-1	bow
262	0	-1	arrow
263	0	-1	coal
263	1	-1	coal
264	0	-1	diamond
265	0	-1	iron_ingot
266	0	-1	gold_ingot
267	0	-1	iron_sword
268	0	-1	wooden_sword
269	0	-1	wooden_shovel
270	0	-1	wooden_pickaxe
271	0	-1	wooden_axe
272	0	-1	stone_sword
273	0	-1	stone_shovel
274	0	-1	stone_pickaxe
275	0	-1	stone_axe
276	0	-1	diamond_sword
277	0	-1	diamond_shovel
278	0	-1	diamond_pickaxe
279	0	-1	diamond_axe
280	0	-1	stick
281	0	-1	bowl
282	0	-1	mushroom_stew
283	0	-1	golden_sword
284	0	-1	golden_shovel
285	0	-1	golden_pickaxe
286	0	-1	golden_axe
287	0	-1	string
288	0	-1	feather
289	0	-1	gunpowder
290	0	-1	wooden_hoe
291	0	-1	stone_hoe
292	0	-1	iron_hoe
293	0	-1	diamond_hoe
294	0	-1	golden_hoe
295	0	-1	wheat_seeds
296	0	-1	wheat
297	0	-1	bread
298	0	-1	leather_helmet
299	0	-1	leather_chestplate
300	0	-1	leather_leggings
301	0	-1	leather_boots
302	0	-1	chainmail_helmet
303	0	-1	chainmail_chestplate
304	0	-1	chainmail_leggings
305	0	-1	chainmail_boots
306	0	-1	iron_helmet
307	0	-1	iron_chestplate
308	0	-1	iron_leggings
309	0	-1	iron_boots
310	0	-1	diamond_helmet
311	0	-1	diamond_chestplate
312	0	-1	diamond_leggings
313	0	-1	diamond_boots
314	0	-1	golden_helmet
315	0	-1	golden_chestplate
316	0	-1	golden_leggings
317	0	-1	golden_boots
318	0	-1	flint
319	0	-1	porkchop
320	0	-1	cooked_porkchop
321	0	-1	painting
322	0	-1	golden_apple
322	1	-1	golden_apple
323	0	-1	sign
324	0	-1	wooden_door
325	0	-1	bucket
326	0	-1	water_bucket
327	0	-1	lava_bucket
328	0	-1	minecart
329	0	-1	saddle
330	0	-1	iron_door
331	0	-1	redstone
332	0	-1	snowball
333	0	-1	boat
334	0	-1	leather
335	0	-1	milk_bucket
336	0	-1	brick
337	0	-1	clay_ball
338	0	-1	reeds
339	0	-1	paper
340	0	-1	book
341	0	-1	slime_ball
342	0	-1	chest_minecart
343	0	-1	furnace_minecart
344	0	-1	egg
345	0	-1	compass
346	0	-1	fishing_rod
347	0	-1	clock
348	0	-1	glowstone_dust
349	0	-1	fish
349	1	-1	fish
349	2	-1	fish
349	3	-1	fish
350	0	-1	cooked_fish
350	1	-1	cooked_fish
351	0	-1	dye
351	1	-1	dye
351	2	-1	dye
351	3	-1	dye
351	4	-1	dye
351	5	-1	dye
351	6	-1	dye
351	7	-1	dye
351	8	-1	dye
351	9	-1	dye
351	10	-1	dye
351	11	-1	dye
351	12	-1	dye
351	13	-1	dye
351	14	-1	dye
351	15	-1	dye
352	0	-1	bone
353	0	-1	sugar
354	0	-1	cake
355	0	-1	bed
356	0	-1	repeater
357	0	-1	cookie
358	0	-1	filled_map
359	0	-1	shears
360	0	-1	melon
361	0	-1	pumpkin_seeds
362	0	-1	melon_seeds
363	0	-1	beef
364	0	-1	cooked_beef
365	0	-1	chicken
366	0	-1	cooked_chicken
367	0	-1	rotten_flesh
368	0	-1	ender_pearl
369	0	-1	blaze_rod
370	0	-1	ghast_tear
371	0	-1	gold_nugget
372	0	-1	nether_wart
373	0	-1	potion
374	0	-1	glass_bottle
375	0	-1	spider_eye
376	0	-1	fermented_spider_eye
377	0	-1	blaze_powder
378	0	-1	magma_cream
379	0	-1	brewing_stand
380	0	-1	cauldron
381	0	-1	ender_eye
382	0	-1	speckled_melon
383	50	-1	spawn_egg
383	51	-1	spawn_egg
383	52	-1	spawn_egg
383	54	-1	spawn_egg
383	55	-1	spawn_egg
383	56	-1	spawn_egg
383	57	-1	spawn_egg
383	58	-1	spawn_egg
383	59	-1	spawn_egg
383	60	-1	spawn_egg
383	61	-1	spawn_egg
383	62	-1	spawn_egg
383	65	-1	spawn_egg
383	66	-1	spawn_egg
383	67	-1	spawn_egg
383	68	-1	spawn_egg
383	69	-1	spawn_egg
383	90	-1	spawn_egg
383	91	-1	spawn_egg
383	92	-1	spawn_egg
383	93	-1	spawn_egg
383	94	-1	spawn_egg
383	95	-1	spawn_egg
383	96	-1	spawn_egg
383	98	-1	spawn_egg
383	100	-1	spawn_egg
383	101	-1	spawn_egg
383	120	-1	spawn_egg
384	0	-1	experience_bottle
385	0	-1	fire_charge
386	0	-1	writable_book
387	0	-1	written_book
388	0	-1	emerald
389	0	-1	item_frame
390	0	-1	flower_pot
391	0	-1	carrot
392	0	-1	potato
393	0	-1	baked_potato
394	0	-1	poisonous_potato
395	0	-1	map
396	0	-1	golden_carrot
397	0	-1	skull
397	1	-1	skull
397	2	-1	skull
397	3	-1	skull
397	4	-1	skull
397	5	-1	skull
398	0	-1	carrot_on_a_stick
399	0	-1	nether_star
400	0	-1	pumpkin_pie
401	0	-1	fireworks
402	0	-1	firework_charge
403	0	-1	enchanted_book
404	0	-1	comparator
405	0	-1	netherbrick
406	0	-1	quartz
407	0	-1	tnt_minecart
408	0	-1	hopper_minecart
409	0	-1	prismarine_shard
410	0	-1	prismarine_crystals
411	0	-1	rabbit
412	0	-1	cooked_rabbit
413	0	-1	rabbit_stew
414	0	-1	rabbit_foot
415	0	-1	rabbit_hide
416	0	-1	armor_stand
417	0	-1	iron_horse_armor
418	0	-1	golden_horse_armor
419	0	-1	diamond_horse_armor
420	0	-1	lead
421	0	-1	name_tag
422	0	-1	command_block_minecart
423	0	-1	mutton
424	0	-1	cooked_mutton
425	0	-1	banner
427	0	-1	spruce_door
428	0	-1	birch_door
429	0	-1	jungle_door
430	0	-1	acacia_door
431	0	-1	dark_oak_door
432	0	-1	chorus_fruit
433	0	-1	popped_chorus_fruit
434	0	-1	beetroot
435	0	-1	beetroot_seeds
436	0	-1	beetroot_soup
437	0	-1	dragon_breath
438	0	-1	splash_potion
439	0	-1	spectral_arrow
440	0	-1	tipped_arrow
441	0	-1	lingering_potion
442	0	-1	shield
443	0	-1	elytra
444	0	-1	spruce_boat
445	0	-1	birch_boat
446	0	-1	jungle_boat
447	0	-1	acacia_boat
448	0	-1	dark_oak_boat
2256	0	-1	record_13
2257	0	-1	record_cat
2258	0	-1	record_blocks
2259	0	-1	record_chirp
2260	0	-1	record_far
2261	0	-1	record_mall
2262	0	-1	record_mellohi
2263	0	-1	record_stal
2264	0	-1	record_strad
2265	0	-1	record_ward
2266	0	-1	record_11
2267	0	-1	record_wait
